titulo,cidade_estado,autoria,ano,link_experiencia
"EXPERIÊNCIA DE INTEGRAÇÃO INTERSETORIAL NO CONTROLE AO AEDES AEGYPTI E BLOQUEIO DA DOENÇA CHIKUNGUNYA NO MUNICÍPIO DE CUNHA PORÃ, SC.",Cunha Porã - SC,ANGELA GISELI RIEGER KÖLLN,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1083_experiencia-de-integracao-intersetorial-no-controle-ao-aedes-aegypti-e-bloqueio-da-doenca-chikungunya-no-municipio-de-cunha-pora-sc
GRUPO CEGONHAS - GESTANDO O FUTURO,Descanso - SC,ANDRÉIA CRISTIANE DOBNER,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1099_grupo-cegonhas-gestando-o-futuro
ACADEMIA DA SAÚDE: A PRATICA DA ATIVIDADE FÍSICA AUMENTANDO A QUALIDADE DE VIDA E A PROMOÇÃO À SAÚDE,Flor do Sertão - SC,ADRIANO PEREIRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1127_academia-da-saude-a-pratica-da-atividade-fisica-aumentando-a-qualidade-de-vida-e-a-promocao-a-saude
SAÚDE NA COMUNIDADE: LEVANDO O SERVIÇO DE SAÚDE PARA A PRÁTICA COTIDIANA COM OLHAR NA ATENÇÃO BÁSICA,Flor do Sertão - SC,ADRIANO PEREIRA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/930_saude-na-comunidade-levando-o-servico-de-saude-para-a-pratica-cotidiana-com-olhar-na-atencao-basica
RELATO DE EXPERIÊNCIA: A ELABORAÇÃO DO FLUXO DE ATENDIMENTO NA REDE DE ATENÇÃO À SAÚDE NO MUNICÍPIO DE GUABIRUBA-SC,Guabiruba - SC,Cristiane Gomes da Luz Monestel,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/926_relato-de-experiencia-a-elaboracao-do-fluxo-de-atendimento-na-rede-de-atencao-a-saude-no-municipio-de-guabiruba-sc
"RELATO DE EXPERIÊNCIA SOBRE A IMPLANTAÇÃO DO PROTOCOLO DE ASSISTÊNCIA AO PRÉ-NATAL E PUERPÉRIO NO MUNICÍPIO DE INDAIAL, SC.",Indaial - SC,Mara Aparecida Tambani,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/901_relato-de-experiencia-sobre-a-implantacao-do-protocolo-de-assistencia-ao-pre-natal-e-puerperio-no-municipio-de-indaial-sc
INDICADORES DE EXCELENCIA DO HMSJ EM DOACAO DE ORGAOS PARA TRANSPLANTE,Joinville - SC,Ivonei Bittencourt,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1159_indicadores-de-excelencia-do-hmsj-em-doacao-de-orgaos-para-transplante
TENTATIVA DE SUICÍDIO COMO DAR VISIBILIDADE A ESTE TEMA,Joinville - SC,ANA MARIA BRISOLA,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1133_tentativa-de-suicidio-como-dar-visibilidade-a-este-tema
"IMPACTO FINANCEIRO DA SUBSTITUIÇÃO DE EXAMES LABORATORIAIS POR TESTES RÁPIDOS PARA DIAGNÓSTICO DE HIV E HEPATITES B E C NO MUNICÍPIO DE JOINVILLE, SC",Joinville - SC,Louise Domeneghini Chiaradia Delatorre,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1153_impacto-financeiro-da-substituicao-de-exames-laboratoriais-por-testes-rapidos-para-diagnostico-de-hiv-e-hepatites-b-e-c-no-municipio-de-joinville-sc
CAMINHADA ECOLÓGICA DE LUZERNA: CINCO ANOS INTERAGINDO SAÚDE E MEIO AMBIENTE,Luzerna - SC,LUIS FERNANDO DAHMER PERUCHINI,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1035_caminhada-ecologica-de-luzerna-cinco-anos-interagindo-saude-e-meio-ambiente
ATENCÃO BÁSICA COMO ORDENADORA DA REDE: EXPERIENCIA DO MUNICÍPIO DE MAFRA/SC,Mafra - SC,Susanne Stritzinger de Cassias,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/932_atencao-basica-como-ordenadora-da-rede-experiencia-do-municipio-de-mafra-sc
CONTROLE SOCIAL ATIVO NA CONSTRUÇÃO DO PLANO MUNICIPAL DE SAÚDE EM MAFRA SC,Mafra - SC,ARIANE WOEHL,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/935_controle-social-ativo-na-construcao-do-plano-municipal-de-saude-em-mafra-sc
CLIMA ORGANIZACIONAL COMO FERRAMENTA PARA O FORTALECIMENTO DA GESTÃO,Mafra - SC,ELENIR CARDOSO,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/984_clima-organizacional-como-ferramenta-para-o-fortalecimento-da-gestao
FORTALECIMENTO DO CONTROLE SOCIAL EM MAFRA SC,Mafra - SC,ARIANE WOEHL,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/985_fortalecimento-do-controle-social-em-mafra-sc
DENGUE TÔ FORA! UMA EXPERIÊNCIA DE INTERSETORIALIDADE,Mafra - SC,,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1018_dengue-to-fora-uma-experiencia-de-intersetorialidade
CARTEIRINHA DE SAÚDE MENTAL PARA O CUIDADO COMPARTILHADO NA REDE,Mafra - SC,Adriana Moro,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1031_carteirinha-de-saude-mental-para-o-cuidado-compartilhado-na-rede
A POTÊNCIA DA VISITA COMPARTILHADA ENTRE CAPS E ATENÇÃO BÁSICA EM SAÚDE MENTAL,Mafra - SC,Adriana Moro,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1029_a-potencia-da-visita-compartilhada-entre-caps-e-atencao-basica-em-saude-mental
ASSISTÊNCIA FARMACÊUTICA – JUDICIALIZAÇÃO,Orleans - SC,Kenia Alberton Morgan,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1147_assistencia-farmaceutica-judicializacao
GESTÃO DA ATENÇÃO BÁSICA: APOIO INSTITUCIONAL COMO ESTRATÉGIA PARA O FORTALECIMENTO,Pomerode - SC,Lígia Hoepfner,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/917_gestao-da-atencao-basica-apoio-institucional-como-estrategia-para-o-fortalecimento
INSTITUCIONALIZAÇÃO DA ASSISTÊNCIA FARMACÊUTICA NO MUNICÍPIO DE POMERODE,Pomerode - SC,Ligia Hoefner,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/914_institucionalizacao-da-assistencia-farmaceutica-no-municipio-de-pomerode
EM BUSCA DOS NOSSOS E TECENDO LAÇOS,Presidente Getúlio - SC,Priscila Faria,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1136_em-busca-dos-nossos-e-tecendo-lacos
ESCOLHAS,Rio do Sul - SC,Jucilene Montagna Vieira,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1164_escolhas
REGULAÇÃO DO ACESSO A SAÚDE BUCAL: DO ACOLHIMENTO À ESPECIALIDADE.,Santa Rosa de Lima - SC,JULIA WIGGERS,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1141_regulacao-do-acesso-a-saude-bucal-do-acolhimento-a-especialidade
INTEGRAÇÃO DA SAÚDE E DA COMUNIDADE NO MUNICÍPIO DE SANTA ROSA DE LIMA/SC,Santa Rosa de Lima - SC,Sheley Martins Baumann Leeser,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1105_integracao-da-saude-e-da-comunidade-no-municipio-de-santa-rosa-de-lima-sc
CONSTRUÇÃO DO PLANO MUNICIPAL DE SAÚDE: A ELABORAÇÃO PARTICIPATIVA COM ÊNFASE NA GESTÃO E ORGANIZAÇÃO DA ATENÇÃO BÁSICA.,Santa Rosa de Lima - SC,Vanessa Batista Pacheco,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1151_construcao-do-plano-municipal-de-saude-a-elaboracao-participativa-com-enfase-na-gestao-e-organizacao-da-atencao-basica
SITUAÇÃO VACINAL DO ADULTO – COMO A BUSCA ATIVA PODE AUXILIAR NA COBERTURA VACINAL E CONSCIENTIZAÇÃO DA POPULAÇÃO. RELATO DE EXPERIÊNCIA DA ESF SOSSEGO DO MUNICÍPIO DE SCHROEDER/SC,Schroeder - SC,Carina Aparecida Byczkovski Girardi,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1166_situacao-vacinal-do-adulto-como-a-busca-ativa-pode-auxiliar-na-cobertura-vacinal-e-conscientizacao-da-populacao-relato-de-experiencia-da-esf-sossego-do-municipio-de-schroeder-sc
SAINDO DAS SOMBRAS – DA NOTIFICAÇÃO À PREVENÇÃO DO SUICÍDIO E PROMOÇÃO DE SAÚDE MENTAL,Seara - SC,Josiane Savoldi Bressan,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/897_saindo-das-sombras-da-notificacao-a-prevencao-do-suicidio-e-promocao-de-saude-mental
CENTRO DE ATENÇÃO A CRIANCAS E ADOLESCENTES EM SITUAÇÃO DE VIOLÊNCIA SEXUAL (CAVS) DE SÃO JOSE/SC,São José - SC,Thayse de Paula Pinheiro,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1093_centro-de-atencao-a-criancas-e-adolescentes-em-situacao-de-violencia-sexual-cavs-de-sao-jose-sc
IMPLANTAÇÃO DO COMITÊ DE TRANSMISSÃO VERTICAL HIV E SÍFILIS NO MUNICÍPIO DE SÃO JOSÉ/SC,São José - SC,Catarina Izabel da Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1139_implantacao-do-comite-de-transmissao-vertical-hiv-e-sifilis-no-municipio-de-sao-jose-sc
OFICINA DO CUIDADO: CUIDANDO MELHOR DE QUEM PRECISA DE VOCÊ,Taió - SC,DAVI DA SILVA DUARTE,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1145_oficina-do-cuidado-cuidando-melhor-de-quem-precisa-de-voce
"AVALIAÇÃO DAS DEMANDAS JUDICIAIS E ADMINISTRATIVAS DE MEDICAMENTOS NO MUNICÍPIO DE TUBARÃO - SC""",Tubarão - SC,Laize Terezinha da Rosa Luciano,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/900_avaliacao-das-demandas-judiciais-e-administrativas-de-medicamentos-no-municipio-de-tubarao-sc
REGULAÇÃO DO ACESSO E PLANEJAMENTO EM SAÚDE: UMA PARCERIA DE SUCESSO.,Tubarão - SC,Patrícia Figueiredo Marcon,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1155_regulacao-do-acesso-e-planejamento-em-saude-uma-parceria-de-sucesso
PROJETO SONS NO SUS: A MÚSICA COMO FERRAMENTA DE CUIDADO PARA OS AMBIENTES DO SUS ARACAJU.,Aracaju - SE,Samuel Andrade Rocha Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/686_projeto-sons-no-sus-a-musica-como-ferramenta-de-cuidado-para-os-ambientes-do-sus-aracaju
MÃOS DO TALENTO: CUIDANDO DAS MÃOS QUE BORDAM AO CORPO QUE SUSTENTA.,Cedro de São João - SE,Marília Prudente Freire,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/685_maos-do-talento-cuidando-das-maos-que-bordam-ao-corpo-que-sustenta
"PROJETO EMAGRECER SAUDÁVEL - UMA EXPERIÊNCIA DO NASF-AB E CRISTINÁPOLIS, NO COMBATE AO SOBREPESO E OBESIDADE.",Cristinápolis - SE,Amanda Viana Soares,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/720_projeto-emagrecer-saudavel-uma-experiencia-do-nasf-ab-e-cristinapolis-no-combate-ao-sobrepeso-e-obesidade
PROJETO MICRO SERTÃO – UMA EXPERIÊNCIA MULTIPROFISSIONAL NO ATENDIMENTO A CRIANÇAS COM MICROCEFALIA.,Nossa Senhora da Glória - SE,Lívio Matheus Aragão dos Prazeres,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/689_projeto-micro-sertao-uma-experiencia-multiprofissional-no-atendimento-a-criancas-com-microcefalia
O NATAL É “MELHOR EM CASA”,Simão Dias - SE,Ana Lúcia Gama Gonçalves,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/687_o-natal-e-melhor-em-casa
PROJETO “CRIANDO ASAS”,Tobias Barreto - SE,Verônica Lemos Alves,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/688_projeto-criando-asas
MELHORIA E INOVAÇÃO NA QUALIDADE DAS ANÁLISES CLÍNICAS,Apiaí - SP,Stella Maris Dorini Machado,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/776_melhoria-e-inovacao-na-qualidade-das-analises-clinicas
"MÓDULO, MODELAGEM E CONTRATUALIZAÇÃO: UMA ALTERNATIVA PARA ORGANIZAÇÃO DA ATENÇÃO ESPECIALIZADA EM OFTALMOLOGIA NA REGIÃO DE ARAÇATUBA",Araçatuba - SP,Paula Roberta Pedruci,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/771_modulo-modelagem-e-contratualizacao-uma-alternativa-para-organizacao-da-atencao-especializada-em-oftalmologia-na-regiao-de-aracatuba
USO DO FUTSAL COMO ESTRATÉGIA DE PROMOÇÃO DA SAÚDE E DIMINUIÇÃO DO RISCO DE MARGINALIZAÇÃO: PROJETO CAMINHOS DO VIVER.,Araçatuba - SP,Diego Roberto Moreno,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/772_uso-do-futsal-como-estrategia-de-promocao-da-saude-e-diminuicao-do-risco-de-marginalizacao-projeto-caminhos-do-viver
PROCESSO COMPARTILHADO NA CONSTRUÇÃO DO COAPES EM ARAÇATUBA/SP.,Araçatuba - SP,Paulo Ernesto Geraldo,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/824_processo-compartilhado-na-construcao-do-coapes-em-aracatuba-sp
TECENDO REDES: UMA EXPERIÊNCIA DE ARTICULAÇÃO DO TRABALHO EM REDE INTERSETORIAL EM UM TERRITÓRIO DE SAÚDE NO MUNICÍPIO DE ASSIS/SP.,Assis - SP,Tânia Tanus Salvadori,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/918_tecendo-redes-uma-experiencia-de-articulacao-do-trabalho-em-rede-intersetorial-em-um-territorio-de-saude-no-municipio-de-assis-sp
IMPLANTANDO A MICRORREGULAÇÃO NA ATENÇÃO BÁSICA DE BASTOS,Bastos - SP,Amanda Ramos Berti Guilhen Calvo,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/807_implantando-a-microrregulacao-na-atencao-basica-de-bastos
ESTRATÉGIAS PARA ENFRENTAMENTO DA JUDICIALIZAÇÃO DA SAÚDE EM MUNICÍPIO DE PEQUENO PORTE.,Bastos - SP,Rafael Teixeira Sebastiani,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/841_estrategias-para-enfrentamento-da-judicializacao-da-saude-em-municipio-de-pequeno-porte
"NOVA ESTRATÉGIA DE CONTROLE DA LEISHMANIOSE VISCERAL AMERICANA UTILIZANDO COLEIRAS IMPREGNADAS COM DELTAMETRINA NA CIDADE DE BAURU, ESTADO DE SÃO PAULO",Bauru - SP,Luiz Ricardo Paes de Barros Cortez,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/825_nova-estrategia-de-controle-da-leishmaniose-visceral-americana-utilizando-coleiras-impregnadas-com-deltametrina-na-cidade-de-bauru-estado-de-sao-paulo
FORA DA CASINHA: UMA EXPERIÊNCIA DE INTEGRAÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL DE BAURU,Bauru - SP,Juliana Peixoto Pizano,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/767_fora-da-casinha-uma-experiencia-de-integracao-da-rede-de-atencao-psicossocial-de-bauru
REAPROVEITAMENTO DE RECURSOS PÚBLICOS PARA OS ATENDIMENTOS DE DEMANDAS EXTRAJUDICIAIS,Bauru - SP,Katia Cristina Radighieri Turato,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/799_reaproveitamento-de-recursos-publicos-para-os-atendimentos-de-demandas-extrajudiciais
APOIO TÉCNICO NO SUS: CRIANDO OPORTUNIDADES PARA A CONSOLIDAÇÃO DO COAPES,Bragança Paulista - SP,Lisamara Dias de Oliveira Negrini,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/777_apoio-tecnico-no-sus-criando-oportunidades-para-a-consolidacao-do-coapes
AÇÃO EDUCATIVA PARA SERVIÇOS AMBULANTES DE ALIMENTAÇÃO NO MUNICÍPIO DE CAMPINAS,Campinas - SP,Lilian Goulart Schultz,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/746_acao-educativa-para-servicos-ambulantes-de-alimentacao-no-municipio-de-campinas
IMPLANTAÇÃO DE FARMÁCIAS VIVAS NAS UNIDADES DE SAÚDE DO MUNICÍPIO DE CAMPINAS-SP,Campinas - SP,Érica Mayumi Tanaka,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/778_implantacao-de-farmacias-vivas-nas-unidades-de-saude-do-municipio-de-campinas-sp
EXPERIÊNCIA DO GRUPO TERAPÊUTICO INFANTIL NA ATENÇÃO PRIMÁRIA,Campinas - SP,Lidiane Spinola Valverde,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/805_experiencia-do-grupo-terapeutico-infantil-na-atencao-primaria
ARTESANATO COMO PRÁTICA DE PROMOÇÃO EM SAÚDE MENTAL.,Campinas - SP,Silvia Helena Mandetta,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/747_artesanato-como-pratica-de-promocao-em-saude-mental
O USO DA TECNOLOGIA COMO INSTRUMENTO FACILITADOR DA AVALIAÇÃO DA SATISFAÇÃO DOS USUÁRIOS EM RELAÇÃO AOS SERVIÇOS DE SAÚDE,Catanduva - SP,Tiago Aparecido da Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/831_o-uso-da-tecnologia-como-instrumento-facilitador-da-avaliacao-da-satisfacao-dos-usuarios-em-relacao-aos-servicos-de-saude
EMPODERAMENTO SOCIAL EM DEFESA DO SUS NO MUNICÍPIO DE DESCALVADO – SP,Descalvado - SP,Wander Roberto Boneli,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/992_empoderamento-social-em-defesa-do-sus-no-municipio-de-descalvado-sp
COBERTURA VACINAL: EM QUE MEDIDA OS DADOS DO SIPNI TRADUZEM A REALIDADE LOCAL?,Diadema - SP,Guilherme Meyer,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/826_cobertura-vacinal-em-que-medida-os-dados-do-sipni-traduzem-a-realidade-local
IMPACTOS DA FORMAÇÃO DE TRABALHADORES SOBRE PRÁTICAS RELATIVAS AO USO RACIONAL DE MEDICAMENTOS: EXPERIÊNCIA NO CONTEXTO DO PLANO REGIONAL DE EDUCAÇÃO PERMANENTE EM SAÚDE (PAREPS),Diadema - SP,Claudia Fegadolli,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/995_impactos-da-formacao-de-trabalhadores-sobre-praticas-relativas-ao-uso-racional-de-medicamentos-experiencia-no-contexto-do-plano-regional-de-educacao-permanente-em-saude-pareps
"ESTRATÉGIAS DA VIGILÂNCIA À SAÚDE NA CONSTRUÇÃO DA REDE DE APOIO À MULHER TRABALHADORA QUE AMAMENTA - DIADEMA, SP, BRASIL",Diadema - SP,Andreia de Conto Garbin,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/781_estrategias-da-vigilancia-a-saude-na-construcao-da-rede-de-apoio-a-mulher-trabalhadora-que-amamenta-diadema-sp-brasil
CONSEQUÊNCIAS PRÁTICAS A PARTIR DA IMPLANTAÇÃO E CERTIFICAÇÃO DA EAAB NA UBS PINHEIRINHO DE EMBU DAS ARTES-SP,Embu das Artes - SP,Werly Probst,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/827_consequencias-praticas-a-partir-da-implantacao-e-certificacao-da-eaab-na-ubs-pinheirinho-de-embu-das-artes-sp
FÓRUM PERMANENTE DE EMBU GUACU: UMA POSSIBILIDADE DE ORGANIZAÇÃO DO CUIDADO INTERSETORIAL,Embu-Guaçu - SP,Claudia Maria Chagas de Souza,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/911_forum-permanente-de-embu-guacu-uma-possibilidade-de-organizacao-do-cuidado-intersetorial
DEMOCRATIZAÇÃO DA SAÚDE: DIREITOS E AVANÇOS DA SAÚDE NO SISTEMA PRISIONAL,Franco da Rocha - SP,Alessandra Maria Rocha de Miranda,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/745_democratizacao-da-saude-direitos-e-avancos-da-saude-no-sistema-prisional
"ESTRUTURAÇÃO DA REDE DE SAÚDE DE FRANCO DA ROCHA: ANÁLISE DO FINANCIAMENTO DAS AÇÕES, POR MEIO DA TRANSFERÊNCIA DE RECURSOS OBRIGATÓRIOS E VOLUNTÁRIOS AO MUNICÍPIO",Franco da Rocha - SP,Samanta Karoline Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/921_estruturacao-da-rede-de-saude-de-franco-da-rocha-analise-do-financiamento-das-acoes-por-meio-da-transferencia-de-recursos-obrigatorios-e-voluntarios-ao-municipio
PROCESSO FORMATIVO DE APOIO EM SAÚDE MENTAL NO MUNICÍPIO DE FRANCO DA ROCHA - SP,Franco da Rocha - SP,Joyce Pinheiro da Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/920_processo-formativo-de-apoio-em-saude-mental-no-municipio-de-franco-da-rocha-sp
NASCER COM SAÚDE: ESTRATÉGIAS EXITOSAS PARA UM NASCER FELIZ,Guararema - SP,Sabrina Siqueira Franco de Melo,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/773_nascer-com-saude-estrategias-exitosas-para-um-nascer-feliz
FORTALECIMENTO DAS PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE NO MUNICIPIO DE GUARULHOS: DANÇAS CIRCULARES COMO ESTRÁTEGIA DE PROMOÇÃO À SAUDE.,Guarulhos - SP,Barbara Capelo Miranda,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/786_fortalecimento-das-praticas-integrativas-e-complementares-em-saude-no-municipio-de-guarulhos-dancas-circulares-como-estrategia-de-promocao-a-saude
ACOLHIMENTO COMO FERRAMENTA DE APOIO ÀS TENSÕES EMOCIONAIS DO TRABALHADOR DA SAÚDE,Guarulhos - SP,Sueli de Moraes Silva,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/783_acolhimento-como-ferramenta-de-apoio-as-tensoes-emocionais-do-trabalhador-da-saude
PROMOÇÃO DE SAÚDE E OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL A PARTIR DA HORTA COMUNITÁRIA DA UBS NOVA BONSUCESSO - GUARULHOS,Guarulhos - SP,Aparecida Sinzato Paulino,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/828_promocao-de-saude-e-objetivos-de-desenvolvimento-sustentavel-a-partir-da-horta-comunitaria-da-ubs-nova-bonsucesso-guarulhos
FORTALECENDO VÍNCULOS COM ADOLESCENTES: # TAMOJUNTO GALERA,Guarulhos - SP,Cristina Passeri,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/829_fortalecendo-vinculos-com-adolescentes-tamojunto-galera
"DETECÇÃO DO 1º CASO DE RAIVA CANINA E AS AÇÕES DE CONTROLE EXECUTADAS NO MUNICÍPIO DE HORTOLÂNDIA, SÃO PAULO.",Hortolândia - SP,Tosca De Lucca Benini Tomass Rezende,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/749_deteccao-do-1o-caso-de-raiva-canina-e-as-acoes-de-controle-executadas-no-municipio-de-hortolandia-sao-paulo
ACIDENTE DE TRABALHO GRAVE GERADO POR QUADRO INFECCIOSO AGUDO DE LEPTOSPIROSE AÇÕES INTEGRADAS DO DEPARTAMENTO DE VIGILÂNCIA EM SAÚDE DE HORTOLÂNDIA NA INVESTIGAÇÃO E CONTROLE,Hortolândia - SP,Camila Candido Guimarães Travassos,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/766_acidente-de-trabalho-grave-gerado-por-quadro-infeccioso-agudo-de-leptospirose-acoes-integradas-do-departamento-de-vigilancia-em-saude-de-hortolandia-na-investigacao-e-controle
TECENDO TRAMAS DO COTIDIANO E DA COMPLEXIDADE EM UM GRUPO DE CONVÍVIO NA ATENÇÃO BÁSICA,Jundiaí - SP,Elisa Cristina Siqueira,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/748_tecendo-tramas-do-cotidiano-e-da-complexidade-em-um-grupo-de-convivio-na-atencao-basica
DIMINUIÇÃO DA FILA DE ESPERA ATRAVÉS DA REGULAÇÃO DO ACESSO JUNTAMENTE COM A QUALIFICAÇÃO DAS SOLICITAÇÕES DOS EXAMES ULTRASSONOGRÁFICOS,Mairiporã - SP,Glaucia Aparecida dos Santos Fernandes,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/817_diminuicao-da-fila-de-espera-atraves-da-regulacao-do-acesso-juntamente-com-a-qualificacao-das-solicitacoes-dos-exames-ultrassonograficos
SAÚDE PUBLICA X SAÚDE POLITICA: A SOBREVIVÊNCIA DO GESTOR MUNICIPAL NA CONSTRUÇÃO DA GESTÃO DO SUS,Mairiporã - SP,Grazielle Cristina dos Santos Bertolini,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/814_saude-publica-x-saude-politica-a-sobrevivencia-do-gestor-municipal-na-construcao-da-gestao-do-sus
PROJETO MASTER CHEFINHO,Mairiporã - SP,Renata Silva Cavalcante,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/815_projeto-master-chefinho
EXPERIÊNCIA DE DESINSTITUCIONALIZAÇÃO: O RESGATE DA CIDADANIA E DA DIGNIDADE NO RELATO DE PROFISSIONAIS E PACIENTES.,Mogi das Cruzes - SP,Rebeca Ribeiro Barufi,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/872_experiencia-de-desinstitucionalizacao-o-resgate-da-cidadania-e-da-dignidade-no-relato-de-profissionais-e-pacientes
CAFÉ COM GESTANTES – O CUIDADO DE UMA FORMA INTEGRAL,Nova Guataporanga - SP,Juliana Luperini de Andrade,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1183_cafe-com-gestantes-o-cuidado-de-uma-forma-integral
REORGANIZAÇÃO DA ATENÇÃO À SAÚDE DE NOVA GUATAPORANGA,Nova Guataporanga - SP,Fernanda Borssank Paschoareli da Fonseca,2019,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/830_reorganizacao-da-atencao-a-saude-de-nova-guataporanga
